Unnamed: 0,Status,Vehicle Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,Company Name,City,State,ZIP Code,Record ID,Vehicle Type
5082.0,INACTIVE,ALEXDER DENNIS LTD,E400H,2014.0,BURGUNDY,Diesel,N,CHICAGO GRAY LINE LTD,CHICAGO,IL,60609.0,19629Charter Sightseeing,Charter
5102.0,INACTIVE,CHAMPION,TROLLEY,2016.0,MAROON,Diesel,N,SCT USA INC,CHICAGO,IL,60630.0,14357Charter Sightseeing,Charter
5427.0,INACTIVE,FREIGHLINE,X LINE SHUTTLE,2016.0,GREEN,Diesel,N,SCT USA INC,CHICAGO,IL,60630.0,13760Charter Sightseeing,Charter
5662.0,INACTIVE,IC,STARCRAFT,2014.0,SILVER,Diesel,N,O'HARE-MIDWAY LIMOUSINE SERVICE INC # 2,CHICAGO,IL,60640.0,12023Charter Sightseeing,Charter
5764.0,RESERVED,GILLIG,TRANSIT,2015.0,MAROON,Diesel,N,CHICAGO GRAY LINE LTD,CHICAGO,IL,60609.0,20613Charter Sightseeing,Charter
5815.0,RESERVED,GILLIG,TRANSIT,2015.0,MAROON,Diesel,N,CHICAGO GRAY LINE LTD,CHICAGO,IL,60609.0,20606Charter Sightseeing,Charter
6303.0,ACTIVE,ALEXDER DENNIS LTD,E400H,2014.0,BURGUNDY,Diesel,N,CHICAGO GRAY LINE LTD,CHICAGO,IL,60609.0,19628Charter Sightseeing,Charter
6402.0,INACTIVE,ALEXANDER DENNIS LTD,ENVIRO 400,2013.0,BURGUNDY,Diesel,N,CHICAGO GRAY LINE LTD,CHICAGO,IL,60609.0,16786Charter Sightseeing,Charter
6404.0,ACTIVE,ALEXANDER DENNIS LTD,ENVIRO 400,2013.0,BURGUNDY,Diesel,N,CHICAGO GRAY LINE LTD,CHICAGO,IL,60609.0,16777Charter Sightseeing,Charter
6836.0,INACTIVE,FREIGHTLINER,X LINE SHUTTLE,2016.0,GREEN,Diesel,N,SCT USA INC,CHICAGO,IL,60630.0,13564Charter Sightseeing,Charter
6855.0,INACTIVE,FREIGHTLINER,TROLLEY,2016.0,WHITE,Diesel,N,SCT USA INC,CHICAGO,IL,60630.0,20235Charter Sightseeing,Charter
7114.0,INACTIVE,INTL,CARRYALL,2016.0,WHITE,Diesel,N,SCT USA INC,CHICAGO,IL,60630.0,1000012Charter Sightseeing,Charter
7316.0,INACTIVE,FREIGHLINE,X LINE SHUTTLE,2016.0,GREEN,Diesel,N,SCT USA INC,CHICAGO,IL,60630.0,13760Charter Sightseeing,Charter
7602.0,ACTIVE,MERCEDES,SPRINTER,2015.0,WHITE,Diesel,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,60639.0,5646Ambulance,Ambulance
8088.0,ACTIVE,MERCEDES,SPRINTER,2012.0,YELLOW/BLUE,Diesel,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,60639.0,5245Ambulance,Ambulance
8221.0,INACTIVE,CHAMPION,TROLLEY,2016.0,ORANGE,Diesel,N,SCT USA INC,CHICAGO,IL,60630.0,17290Charter Sightseeing,Charter
8434.0,INACTIVE,FREIGHTLINER,GLAVAL LEGACY,2015.0,BLACK,Diesel,N,JKS LIMOUSINES LLC.,CHICAGO,IL,60602.0,10713Charter Sightseeing,Charter
8649.0,INACTIVE,ALEXANDER DENNIS LTD,ENVIRO 400,2013.0,BURGUNDY,Diesel,N,CHICAGO GRAY LINE LTD,CHICAGO,IL,60609.0,16779Charter Sightseeing,Charter
8740.0,INACTIVE,FREIGHLINE,TROLLEY,2008.0,YELLOW/BLUE,Diesel,N,CHICAGO GRAY LINE LTD,CHICAGO,IL,60609.0,9035Charter Sightseeing,Charter
8768.0,INACTIVE,FREIGHLINE,TROLLEY,2007.0,RED/CREAM,Diesel,N,CHICAGO GRAY LINE LTD,CHICAGO,IL,60609.0,96605Charter Sightseeing,Charter
8942.0,INACTIVE,TOYOTA,CAMRY,2016.0,RED/WHITE,Diesel,N,CHICAGO GRAY LINE LTD,CHICAGO,IL,60609.0,175253Charter Sightseeing,Charter
9059.0,RESERVED,ALEXANDER DENNIS LTD,ENVIRO 400,2013.0,BURGUNDY,Diesel,N,CHICAGO GRAY LINE LTD,CHICAGO,IL,60609.0,16781Charter Sightseeing,Charter
9217.0,ACTIVE,CADILLAC,ESCALADE ESV,2024.0,BLACK,Diesel,N,ANLONG KE,CHICAGO,IL,60608.0,9309Livery,Livery
